source_file,experiment_id,architecture,communication_mode,source,started_at,stopped_at,interval_ms,duration_seconds,expected_messages,received_messages,missing_messages,sequence_gap_messages,throughput_percent,messages_per_second,estimated_latency_avg_ms,estimated_latency_min_ms,estimated_latency_max_ms,estimated_latency_std_ms,estimated_latency_p95_ms,uncertainty_avg_ms,uncertainty_p95_ms,uncertainty_max_ms,invalid_messages,application_version,replication_number,environment,saturation_indicators,saturation_status
mqtt_websocket_wifi-http_1000ms_rep2_2026-06-04T14-27-57-025Z_campaign-summary.csv,exp-2026-06-04T14-26-57-017Z,mqtt,websocket,wifi-http,2026-06-04T14:26:57.017Z,2026-06-04T14:27:57.021Z,1000,60,60,120,0,0,200,2,3.205,0,71.166,10.609,13.33,0.256,0.256,0.256,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T14:26:57.017Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=1000; campaignType=official,,
mqtt_websocket_wifi-http_1000ms_rep3_2026-06-04T14-33-58-988Z_campaign-summary.csv,exp-2026-06-04T14-32-58-979Z,mqtt,websocket,wifi-http,2026-06-04T14:32:58.979Z,2026-06-04T14:33:58.984Z,1000,60,60,125,0,0,208.333,2.083,9.369,0,74.28,19.199,58.319,0.315,0.315,0.315,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T14:32:58.980Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=1000; campaignType=official,,
mqtt_websocket_wifi-http_100ms_rep1_2026-06-04T14-24-56-008Z_campaign-summary.csv,exp-2026-06-04T14-23-55-985Z,mqtt,websocket,wifi-http,2026-06-04T14:23:55.985Z,2026-06-04T14:24:55.999Z,100,60,600,599,1,0,99.833,9.981,2.354,0,38.354,7.379,22.592,0.273,0.273,0.273,0,0.1.0,1,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T14:23:55.985Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=100; campaignType=official,message_loss_detected,A partir de 100 ms foram detectadas perdas de mensagens.
mqtt_websocket_wifi-http_100ms_rep2_2026-06-04T14-30-57-977Z_campaign-summary.csv,exp-2026-06-04T14-29-57-962Z,mqtt,websocket,wifi-http,2026-06-04T14:29:57.962Z,2026-06-04T14:30:57.969Z,100,60,600,599,1,0,99.833,9.982,2.571,0,43.329,8.068,23.756,0.293,0.293,0.293,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T14:29:57.963Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=100; campaignType=official,message_loss_detected,A partir de 100 ms foram detectadas perdas de mensagens.
mqtt_websocket_wifi-http_100ms_rep3_2026-06-04T14-36-59-965Z_campaign-summary.csv,exp-2026-06-04T14-35-59-947Z,mqtt,websocket,wifi-http,2026-06-04T14:35:59.947Z,2026-06-04T14:36:59.957Z,100,60,600,599,1,0,99.833,9.982,3.492,0,48.556,9.853,30.512,0.297,0.297,0.297,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T14:35:59.947Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=100; campaignType=official,message_loss_detected,A partir de 100 ms foram detectadas perdas de mensagens.
mqtt_websocket_wifi-http_200ms_rep1_2026-06-04T14-23-55-678Z_campaign-summary.csv,exp-2026-06-04T14-22-55-668Z,mqtt,websocket,wifi-http,2026-06-04T14:22:55.668Z,2026-06-04T14:23:55.672Z,200,60,300,299,1,0,99.667,4.983,0,0,0,0,0,0.277,0.277,0.277,0,0.1.0,1,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T14:22:55.669Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=200; campaignType=official,message_loss_detected,A partir de 200 ms foram detectadas perdas de mensagens.
mqtt_websocket_wifi-http_200ms_rep2_2026-06-04T14-29-57-657Z_campaign-summary.csv,exp-2026-06-04T14-28-57-649Z,mqtt,websocket,wifi-http,2026-06-04T14:28:57.649Z,2026-06-04T14:29:57.651Z,200,60,300,299,1,0,99.667,4.983,0,0,0,0,0,0.318,0.318,0.318,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T14:28:57.649Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=200; campaignType=official,message_loss_detected,A partir de 200 ms foram detectadas perdas de mensagens.
mqtt_websocket_wifi-http_200ms_rep3_2026-06-04T14-35-59-641Z_campaign-summary.csv,exp-2026-06-04T14-34-59-617Z,mqtt,websocket,wifi-http,2026-06-04T14:34:59.617Z,2026-06-04T14:35:59.635Z,200,60,300,299,1,0,99.667,4.982,0,0,0,0,0,0.315,0.315,0.315,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T14:34:59.618Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=200; campaignType=official,message_loss_detected,A partir de 200 ms foram detectadas perdas de mensagens.
mqtt_websocket_wifi-http_20ms_rep1_2026-06-04T14-26-56-701Z_campaign-summary.csv,exp-2026-06-04T14-25-56-652Z,mqtt,websocket,wifi-http,2026-06-04T14:25:56.652Z,2026-06-04T14:26:56.663Z,20,60,3000,2936,64,0,97.867,48.924,14.101,0,132.523,23.993,69.012,0.277,0.277,0.277,0,0.1.0,1,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T14:25:56.652Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=20; campaignType=official,message_loss_detected,A partir de 20 ms foram detectadas perdas de mensagens.
mqtt_websocket_wifi-http_20ms_rep2_2026-06-04T14-32-58-675Z_campaign-summary.csv,exp-2026-06-04T14-31-58-628Z,mqtt,websocket,wifi-http,2026-06-04T14:31:58.628Z,2026-06-04T14:32:58.639Z,20,60,3000,2931,69,0,97.7,48.841,17.175,0,140.792,26.494,73.99,0.301,0.301,0.301,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T14:31:58.629Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=20; campaignType=official,message_loss_detected,A partir de 20 ms foram detectadas perdas de mensagens.
mqtt_websocket_wifi-http_20ms_rep3_2026-06-04T14-39-00-645Z_campaign-summary.csv,exp-2026-06-04T14-38-00-603Z,mqtt,websocket,wifi-http,2026-06-04T14:38:00.603Z,2026-06-04T14:39:00.612Z,20,60,3000,2936,64,0,97.867,48.926,13.666,0,130.209,22.146,66.335,0.321,0.321,0.321,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T14:38:00.604Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=20; campaignType=official,message_loss_detected,A partir de 20 ms foram detectadas perdas de mensagens.
mqtt_websocket_wifi-http_500ms_rep1_2026-06-04T14-22-55-361Z_campaign-summary.csv,exp-2026-06-04T14-21-55-343Z,mqtt,websocket,wifi-http,2026-06-04T14:21:55.343Z,2026-06-04T14:22:55.357Z,500,60,120,119,1,0,99.167,1.983,0,0,0,0,0,0.312,0.312,0.312,0,0.1.0,1,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T14:21:55.343Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=500; campaignType=official,message_loss_detected,A partir de 500 ms foram detectadas perdas de mensagens.
mqtt_websocket_wifi-http_500ms_rep2_2026-06-04T14-28-57-341Z_campaign-summary.csv,exp-2026-06-04T14-27-57-333Z,mqtt,websocket,wifi-http,2026-06-04T14:27:57.333Z,2026-06-04T14:28:57.337Z,500,60,120,119,1,0,99.167,1.983,0,0,0,0,0,0.325,0.325,0.325,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T14:27:57.333Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=500; campaignType=official,message_loss_detected,A partir de 500 ms foram detectadas perdas de mensagens.
mqtt_websocket_wifi-http_500ms_rep3_2026-06-04T14-34-59-311Z_campaign-summary.csv,exp-2026-06-04T14-33-59-296Z,mqtt,websocket,wifi-http,2026-06-04T14:33:59.296Z,2026-06-04T14:34:59.307Z,500,60,120,119,1,0,99.167,1.983,0,0,0,0,0,0.301,0.301,0.301,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T14:33:59.296Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=500; campaignType=official,message_loss_detected,A partir de 500 ms foram detectadas perdas de mensagens.
mqtt_websocket_wifi-http_50ms_rep1_2026-06-04T14-25-56-343Z_campaign-summary.csv,exp-2026-06-04T14-24-56-323Z,mqtt,websocket,wifi-http,2026-06-04T14:24:56.323Z,2026-06-04T14:25:56.330Z,50,60,1200,1181,19,0,98.417,19.681,10.934,0,116.318,21.058,63.975,0.305,0.305,0.305,0,0.1.0,1,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T14:24:56.324Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=50; campaignType=official,message_loss_detected,A partir de 50 ms foram detectadas perdas de mensagens.
mqtt_websocket_wifi-http_50ms_rep2_2026-06-04T14-31-58-318Z_campaign-summary.csv,exp-2026-06-04T14-30-58-292Z,mqtt,websocket,wifi-http,2026-06-04T14:30:58.292Z,2026-06-04T14:31:58.304Z,50,60,1200,1181,19,0,98.417,19.679,15.905,0,182.934,26.58,72.521,0.283,0.283,0.283,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T14:30:58.293Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=50; campaignType=official,message_loss_detected,A partir de 50 ms foram detectadas perdas de mensagens.
mqtt_websocket_wifi-http_50ms_rep3_2026-06-04T14-38-00-295Z_campaign-summary.csv,exp-2026-06-04T14-37-00-263Z,mqtt,websocket,wifi-http,2026-06-04T14:37:00.263Z,2026-06-04T14:38:00.280Z,50,60,1200,1179,21,0,98.25,19.644,12.337,0,154.498,22.372,66.169,0.286,0.286,0.286,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T14:37:00.264Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=50; campaignType=official,message_loss_detected,A partir de 50 ms foram detectadas perdas de mensagens.
