file,mode,interval_ms,client_count,replication,duration_seconds,expected_messages_per_client,messages_total_across_clients,throughput_aggregate_msgps,throughput_avg_per_client_msgps,throughput_std_per_client_msgps,fairness_cv,latency_avg_mean_across_clients_ms,latency_p95_worst_client_ms,cpu_avg_percent,cpu_p95_percent,cpu_max_percent,mem_rss_avg_mb,mem_rss_max_mb,mem_heap_used_avg_mb,latency_method,sync_failed
websocket_100ms_2cli_rep2_2026-05-31T04-11-21-701Z_scalability-clients_aggregate.json,websocket,100,2,2,60,600,1200,20,10,0,0,4.008,4.872,4.549,9.387,12.6,75.836,76.297,18.297,ntp_style_clock_synchronization,false
websocket_100ms_2cli_rep3_2026-05-31T04-12-24-409Z_scalability-clients_aggregate.json,websocket,100,2,3,60,600,1200,20,10,0,0,3.967,4.839,3.587,6.399,9.398,76.35,76.566,13.616,ntp_style_clock_synchronization,false
websocket_100ms_5cli_rep1_2026-05-31T04-13-27-124Z_scalability-clients_aggregate.json,websocket,100,5,1,60,600,3000,50,10,0,0,3.988,4.856,3.186,6.2,6.405,76.673,76.867,15.156,ntp_style_clock_synchronization,false
websocket_100ms_5cli_rep2_2026-05-31T04-14-29-830Z_scalability-clients_aggregate.json,websocket,100,5,2,60,600,2998,49.966,9.993,0.014,0.0014,3.99,4.856,4.325,6.682,9.402,76.462,76.871,16.672,ntp_style_clock_synchronization,false
websocket_100ms_5cli_rep3_2026-05-31T04-15-32-546Z_scalability-clients_aggregate.json,websocket,100,5,3,60,600,3000,50,10,0,0,3.959,4.825,3.505,6.397,9.4,76.995,77.133,18.182,ntp_style_clock_synchronization,false
websocket_10ms_10cli_rep1_2026-05-31T05-03-37-393Z_scalability-clients_aggregate.json,websocket,10,10,1,60,6000,59991,999.847,99.985,0.005,0.0001,4.144,5.073,39.641,46.791,49.982,99.183,99.355,23.782,ntp_style_clock_synchronization,false
websocket_10ms_10cli_rep2_2026-05-31T05-04-40-099Z_scalability-clients_aggregate.json,websocket,10,10,2,60,6000,59991,999.847,99.985,0.005,0.0001,4.149,5.079,39.266,46.603,49.763,98.805,99.184,20.187,ntp_style_clock_synchronization,false
websocket_10ms_10cli_rep3_2026-05-31T05-05-42-820Z_scalability-clients_aggregate.json,websocket,10,10,3,60,6000,59991,999.847,99.985,0.005,0.0001,4.199,5.126,40.245,46.986,50.017,98.892,99.184,23.152,ntp_style_clock_synchronization,false
websocket_10ms_1cli_rep1_2026-05-31T04-54-13-014Z_scalability-clients_aggregate.json,websocket,10,1,1,60,6000,5999,99.983,99.983,0,0,3.942,4.742,36.643,43.782,47.041,101.55,101.871,24.264,ntp_style_clock_synchronization,false
websocket_10ms_1cli_rep2_2026-05-31T04-55-15-699Z_scalability-clients_aggregate.json,websocket,10,1,2,60,6000,5999,99.983,99.983,0,0,3.932,4.727,36.663,43.79,46.975,100.556,102.531,20.726,ntp_style_clock_synchronization,false
websocket_10ms_1cli_rep3_2026-05-31T04-56-18-410Z_scalability-clients_aggregate.json,websocket,10,1,3,60,6000,5999,99.983,99.983,0,0,3.926,4.726,36.905,43.774,46.793,98.033,98.184,23.597,ntp_style_clock_synchronization,false
websocket_10ms_20cli_rep1_2026-05-31T05-06-45-539Z_scalability-clients_aggregate.json,websocket,10,20,1,60,6000,119977,1999.612,99.981,0.006,0.0001,4.301,5.356,41.347,47.302,53.182,98.403,98.629,22.949,ntp_style_clock_synchronization,false
websocket_10ms_20cli_rep2_2026-05-31T05-07-48-297Z_scalability-clients_aggregate.json,websocket,10,20,2,60,6000,119971,1999.516,99.976,0.008,0.0001,4.302,5.356,41.9,46.981,52.976,99.026,99.188,23.677,ntp_style_clock_synchronization,false
websocket_10ms_20cli_rep3_2026-05-31T05-08-51-020Z_scalability-clients_aggregate.json,websocket,10,20,3,60,6000,119974,1999.564,99.978,0.007,0.0001,4.34,5.393,41.9,46.985,53.191,98.835,99.23,23.521,ntp_style_clock_synchronization,false
websocket_10ms_2cli_rep1_2026-05-31T04-57-21-107Z_scalability-clients_aggregate.json,websocket,10,2,1,60,6000,11998,199.966,99.983,0,0,3.936,4.756,36.663,43.782,49.991,97.616,97.688,22.843,ntp_style_clock_synchronization,false
websocket_10ms_2cli_rep2_2026-05-31T04-58-23-815Z_scalability-clients_aggregate.json,websocket,10,2,2,60,6000,11999,199.983,99.992,0.008,0.0001,4.051,4.878,37.246,43.806,50.217,98.052,99.008,24.635,ntp_style_clock_synchronization,false
websocket_10ms_2cli_rep3_2026-05-31T04-59-26-537Z_scalability-clients_aggregate.json,websocket,10,2,3,60,6000,11999,199.983,99.992,0.008,0.0001,4.1,4.926,36.82,43.775,46.981,98.684,98.926,22.77,ntp_style_clock_synchronization,false
websocket_10ms_5cli_rep1_2026-05-31T05-00-29-251Z_scalability-clients_aggregate.json,websocket,10,5,1,60,6000,29996,499.932,99.986,0.007,0.0001,4.09,4.949,38.533,46.79,47.008,98.502,98.988,23.064,ntp_style_clock_synchronization,false
websocket_10ms_5cli_rep2_2026-05-31T05-01-31-964Z_scalability-clients_aggregate.json,websocket,10,5,2,60,6000,29996,499.932,99.986,0.007,0.0001,4.1,4.966,37.795,44.08,47.013,98.394,98.973,23.509,ntp_style_clock_synchronization,false
websocket_10ms_5cli_rep3_2026-05-31T05-02-34-682Z_scalability-clients_aggregate.json,websocket,10,5,3,60,6000,29996,499.932,99.986,0.007,0.0001,4.191,5.011,37.799,44.245,49.992,98.964,99.113,21.538,ntp_style_clock_synchronization,false
websocket_20ms_10cli_rep1_2026-05-31T04-47-56-654Z_scalability-clients_aggregate.json,websocket,20,10,1,60,3000,30001,500.017,50.002,0.005,0.0001,4.048,4.968,19.344,24.497,25.011,101.19,101.27,21.623,ntp_style_clock_synchronization,false
websocket_20ms_10cli_rep2_2026-05-31T04-48-59-382Z_scalability-clients_aggregate.json,websocket,20,10,2,60,3000,30001,500.017,50.002,0.005,0.0001,4.072,4.986,19.269,24.987,25.021,101.341,101.473,24.184,ntp_style_clock_synchronization,false
websocket_20ms_10cli_rep3_2026-05-31T04-50-02-100Z_scalability-clients_aggregate.json,websocket,20,10,3,60,3000,30001,500.017,50.002,0.005,0.0001,4.085,5.002,19.901,24.998,31.195,100.964,101.535,19.438,ntp_style_clock_synchronization,false
websocket_20ms_1cli_rep1_2026-05-31T04-38-32-203Z_scalability-clients_aggregate.json,websocket,20,1,1,60,3000,3000,50,50,0,0,4.084,4.764,18.891,24.814,25.201,99.583,99.758,21.662,ntp_style_clock_synchronization,false
websocket_20ms_1cli_rep2_2026-05-31T04-39-34-915Z_scalability-clients_aggregate.json,websocket,20,1,2,60,3000,3001,50.017,50.017,0,0,3.941,4.745,17.821,21.822,24.999,99.877,99.926,23.921,ntp_style_clock_synchronization,false
websocket_20ms_1cli_rep3_2026-05-31T04-40-37-645Z_scalability-clients_aggregate.json,websocket,20,1,3,60,3000,3000,50,50,0,0,3.923,4.714,18.735,22,34.396,100.153,100.457,20.79,ntp_style_clock_synchronization,false
websocket_20ms_20cli_rep1_2026-05-31T04-51-04-826Z_scalability-clients_aggregate.json,websocket,20,20,1,60,3000,59981,999.677,49.984,0.004,0.0001,4.237,5.296,21.031,25.031,28.211,101.041,101.184,21.792,ntp_style_clock_synchronization,false
websocket_20ms_20cli_rep2_2026-05-31T04-52-07-555Z_scalability-clients_aggregate.json,websocket,20,20,2,60,3000,59981,999.677,49.984,0.004,0.0001,4.278,5.302,21.056,25.027,31.193,101.218,101.23,24.281,ntp_style_clock_synchronization,false
websocket_20ms_20cli_rep3_2026-05-31T04-53-10-290Z_scalability-clients_aggregate.json,websocket,20,20,3,60,3000,59981,999.677,49.984,0.004,0.0001,4.208,5.245,20.532,24.997,25.199,101.056,101.34,20.741,ntp_style_clock_synchronization,false
websocket_20ms_2cli_rep1_2026-05-31T04-41-40-346Z_scalability-clients_aggregate.json,websocket,20,2,1,60,3000,6001,100.017,50.008,0.009,0.0002,4.046,4.869,18.311,24.828,27.989,99.936,100.152,21.257,ntp_style_clock_synchronization,false
websocket_20ms_2cli_rep2_2026-05-31T04-42-43-062Z_scalability-clients_aggregate.json,websocket,20,2,2,60,3000,6001,100.017,50.008,0.009,0.0002,3.994,4.83,19.071,24.826,28.201,100.775,100.855,23.774,ntp_style_clock_synchronization,false
websocket_20ms_2cli_rep3_2026-05-31T04-43-45-788Z_scalability-clients_aggregate.json,websocket,20,2,3,60,3000,6000,100,50,0,0,3.949,4.764,18.962,24.817,28.196,100.837,101.016,20.443,ntp_style_clock_synchronization,false
websocket_20ms_5cli_rep1_2026-05-31T04-44-48-499Z_scalability-clients_aggregate.json,websocket,20,5,1,60,3000,15001,250.017,50.003,0.007,0.0001,3.985,4.852,19.285,24.991,28.192,100.855,101.055,21.564,ntp_style_clock_synchronization,false
websocket_20ms_5cli_rep2_2026-05-31T04-45-51-219Z_scalability-clients_aggregate.json,websocket,20,5,2,60,3000,15001,250.017,50.003,0.007,0.0001,4.018,4.876,19.095,24.998,28.194,101.14,101.145,23.934,ntp_style_clock_synchronization,false
websocket_20ms_5cli_rep3_2026-05-31T04-46-53-941Z_scalability-clients_aggregate.json,websocket,20,5,3,60,3000,15001,250.017,50.003,0.007,0.0001,3.968,4.834,18.815,24.796,31.377,101.26,101.398,19.979,ntp_style_clock_synchronization,false
websocket_50ms_10cli_rep1_2026-05-31T04-32-15-923Z_scalability-clients_aggregate.json,websocket,50,10,1,60,1200,12000,200,20,0,0,4.184,5.08,8.788,12.629,15.803,100.949,101.156,20.57,ntp_style_clock_synchronization,false
websocket_50ms_10cli_rep2_2026-05-31T04-33-18-646Z_scalability-clients_aggregate.json,websocket,50,10,2,60,1200,12000,200,20,0,0,4.099,5.051,7.685,12.602,12.613,100.681,101.105,19.69,ntp_style_clock_synchronization,false
websocket_50ms_10cli_rep3_2026-05-31T04-34-21-360Z_scalability-clients_aggregate.json,websocket,50,10,3,60,1200,12000,200,20,0,0,4.067,5.007,7.747,12.623,15.795,100.826,100.828,21.568,ntp_style_clock_synchronization,false
websocket_50ms_1cli_rep1_2026-05-31T04-22-51-559Z_scalability-clients_aggregate.json,websocket,50,1,1,60,1200,1200,20,20,0,0,3.984,4.885,6.707,12.601,15.798,78.75,81.48,13.444,ntp_style_clock_synchronization,false
websocket_50ms_1cli_rep2_2026-05-31T04-23-54-262Z_scalability-clients_aggregate.json,websocket,50,1,2,60,1200,1200,20,20,0,0,3.997,4.825,7.813,12.602,15.788,82.046,82.203,15.863,ntp_style_clock_synchronization,false
websocket_50ms_1cli_rep3_2026-05-31T04-24-56-975Z_scalability-clients_aggregate.json,websocket,50,1,3,60,1200,1200,20,20,0,0,3.942,4.764,7.249,12.595,15.704,86.636,87.961,15.131,ntp_style_clock_synchronization,false
websocket_50ms_20cli_rep1_2026-05-31T04-35-24-053Z_scalability-clients_aggregate.json,websocket,50,20,1,60,1200,23981,399.677,19.984,0.004,0.0002,4.258,5.327,8.48,12.905,18.371,100.154,100.91,23.254,ntp_style_clock_synchronization,false
websocket_50ms_20cli_rep2_2026-05-31T04-36-26-769Z_scalability-clients_aggregate.json,websocket,50,20,2,60,1200,24000,400,20,0,0,4.239,5.33,8.151,12.6,19,99.836,100.332,23.947,ntp_style_clock_synchronization,false
websocket_50ms_20cli_rep3_2026-05-31T04-37-29-481Z_scalability-clients_aggregate.json,websocket,50,20,3,60,1200,24000,400,20,0,0,4.228,5.312,8.976,12.603,15.598,99.397,99.66,19.79,ntp_style_clock_synchronization,false
websocket_50ms_2cli_rep1_2026-05-31T04-25-59-690Z_scalability-clients_aggregate.json,websocket,50,2,1,60,1200,2400,40,20,0,0,4.038,4.881,7.418,12.597,18.801,87.97,88.109,16.506,ntp_style_clock_synchronization,false
websocket_50ms_2cli_rep2_2026-05-31T04-27-02-414Z_scalability-clients_aggregate.json,websocket,50,2,2,60,1200,2400,40,20,0,0,3.994,4.821,7.398,12.603,15.602,88.236,90.129,18.036,ntp_style_clock_synchronization,false
websocket_50ms_2cli_rep3_2026-05-31T04-28-05-110Z_scalability-clients_aggregate.json,websocket,50,2,3,60,1200,2400,40,20,0,0,4.018,4.882,7.316,12.606,15.797,97.871,98.699,18.71,ntp_style_clock_synchronization,false
websocket_50ms_5cli_rep1_2026-05-31T04-29-07-810Z_scalability-clients_aggregate.json,websocket,50,5,1,60,1200,6001,100.017,20.003,0.007,0.0003,4.029,4.9,7.263,12.6,15.813,98.626,99.004,20.577,ntp_style_clock_synchronization,false
websocket_50ms_5cli_rep2_2026-05-31T04-30-10-513Z_scalability-clients_aggregate.json,websocket,50,5,2,60,1200,6000,100,20,0,0,4.053,4.935,8.335,12.602,18.808,98.802,99.672,22.496,ntp_style_clock_synchronization,false
websocket_50ms_5cli_rep3_2026-05-31T04-31-13-214Z_scalability-clients_aggregate.json,websocket,50,5,3,60,1200,6001,100.017,20.003,0.007,0.0003,4.017,4.885,8.11,12.601,15.802,99.729,100.453,24.281,ntp_style_clock_synchronization,false
websocket_5ms_10cli_rep1_2026-05-31T05-19-18-212Z_scalability-clients_aggregate.json,websocket,5,10,1,60,12000,119961,1999.347,199.935,0.005,0,4.144,5.056,75.232,87.38,93.745,98.926,99.797,22.615,ntp_style_clock_synchronization,false
websocket_5ms_10cli_rep2_2026-05-31T05-20-20-940Z_scalability-clients_aggregate.json,websocket,5,10,2,60,12000,119961,1999.347,199.935,0.005,0,4.272,5.194,77.597,84.867,90.565,99.821,99.906,22.718,ntp_style_clock_synchronization,false
websocket_5ms_10cli_rep3_2026-05-31T05-21-23-686Z_scalability-clients_aggregate.json,websocket,5,10,3,60,12000,119961,1999.347,199.935,0.005,0,4.168,5.093,77.255,90.619,93.806,99.26,100.082,22.547,ntp_style_clock_synchronization,false
websocket_5ms_1cli_rep1_2026-05-31T05-09-53-778Z_scalability-clients_aggregate.json,websocket,5,1,1,60,12000,11996,199.933,199.933,0,0,4.053,4.863,74.445,84.385,90.566,99.378,100.23,22.638,ntp_style_clock_synchronization,false
websocket_5ms_1cli_rep2_2026-05-31T05-10-56-486Z_scalability-clients_aggregate.json,websocket,5,1,2,60,12000,11996,199.933,199.933,0,0,4.058,4.874,74.971,87.355,90.82,98.062,98.984,22.556,ntp_style_clock_synchronization,false
websocket_5ms_1cli_rep3_2026-05-31T05-11-59-192Z_scalability-clients_aggregate.json,websocket,5,1,3,60,12000,11996,199.933,199.933,0,0,4.075,4.861,72.722,84.684,90.84,97.883,98.988,22.721,ntp_style_clock_synchronization,false
websocket_5ms_20cli_rep1_2026-05-31T05-22-26-418Z_scalability-clients_aggregate.json,websocket,5,20,1,60,12000,239900,3998.34,199.917,0,0,4.38,5.366,81.503,91.073,96.99,99.165,100.105,22.659,ntp_style_clock_synchronization,false
websocket_5ms_20cli_rep2_2026-05-31T05-23-29-191Z_scalability-clients_aggregate.json,websocket,5,20,2,60,12000,239901,3998.356,199.918,0.003,0,4.292,5.331,82.03,90.713,93.759,99.485,100.074,22.922,ntp_style_clock_synchronization,false
websocket_5ms_20cli_rep3_2026-05-31T05-24-31-954Z_scalability-clients_aggregate.json,websocket,5,20,3,60,12000,239915,3998.581,199.929,0.009,0,4.34,5.388,81.404,90.538,96.71,99.082,100.023,23.217,ntp_style_clock_synchronization,false
websocket_5ms_2cli_rep1_2026-05-31T05-13-01-912Z_scalability-clients_aggregate.json,websocket,5,2,1,60,12000,23991,399.85,199.925,0.008,0,4.12,4.941,73.973,87.372,96.765,97.769,98.738,22.879,ntp_style_clock_synchronization,false
websocket_5ms_2cli_rep2_2026-05-31T05-14-04-626Z_scalability-clients_aggregate.json,websocket,5,2,2,60,12000,23991,399.85,199.925,0.008,0,4.083,4.908,74.632,84.443,93.791,97.75,98.176,22.461,ntp_style_clock_synchronization,false
websocket_5ms_2cli_rep3_2026-05-31T05-15-07-348Z_scalability-clients_aggregate.json,websocket,5,2,3,60,12000,23991,399.85,199.925,0.008,0,4.084,4.908,74.288,87.4,90.751,99.354,99.906,22.192,ntp_style_clock_synchronization,false
websocket_5ms_5cli_rep1_2026-05-31T05-16-10-065Z_scalability-clients_aggregate.json,websocket,5,5,1,60,12000,59976,999.601,199.92,0.006,0,4.147,5.016,76.257,87.427,90.761,98.844,99.363,22.744,ntp_style_clock_synchronization,false
websocket_5ms_5cli_rep2_2026-05-31T05-17-12-795Z_scalability-clients_aggregate.json,websocket,5,5,2,60,12000,59976,999.601,199.92,0.006,0,4.114,4.982,75.812,87.569,90.592,99.559,100.164,22.44,ntp_style_clock_synchronization,false
websocket_5ms_5cli_rep3_2026-05-31T05-18-15-506Z_scalability-clients_aggregate.json,websocket,5,5,3,60,12000,59977,999.617,199.923,0.008,0,2167179.475,4294972.069,74.683,84.853,90.764,98.897,99.77,22.704,ntp_style_clock_synchronization,false
