source_file,experiment_id,architecture,communication_mode,source,started_at,stopped_at,interval_ms,duration_seconds,expected_messages,received_messages,missing_messages,sequence_gap_messages,throughput_percent,messages_per_second,estimated_latency_avg_ms,estimated_latency_min_ms,estimated_latency_max_ms,estimated_latency_std_ms,estimated_latency_p95_ms,uncertainty_avg_ms,uncertainty_p95_ms,uncertainty_max_ms,invalid_messages,application_version,replication_number,environment,saturation_indicators,saturation_status
mqtt_websocket_wifi-http_20ms_rep1_2026-06-04T05-58-06-437Z_campaign-summary.csv,exp-2026-06-04T05-56-06-092Z,mqtt,websocket,wifi-http,2026-06-04T05:56:06.092Z,2026-06-04T05:57:06.097Z,50,60,1200,600,600,0,50,9.999,47.991,35.386,116.856,20.574,97.329,0.271,0.271,0.271,0,0.1.0,1,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T05:56:06.093Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=50; campaignType=official,throughput_below_95 | message_loss_detected,A partir de 50 ms o throughput caiu abaixo de 95%. | A partir de 50 ms foram detectadas perdas de mensagens.
mqtt_websocket_wifi-http_20ms_rep1_2026-06-04T05-58-06-437Z_campaign-summary.csv,exp-2026-06-04T05-57-06-412Z,mqtt,websocket,wifi-http,2026-06-04T05:57:06.412Z,2026-06-04T05:58:06.417Z,20,60,3000,601,2399,0,20.033,10.016,47.45,36.234,115.312,19.127,95.029,0.28,0.28,0.28,0,0.1.0,1,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T05:57:06.412Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=20; campaignType=official,throughput_below_95 | message_loss_detected,A partir de 20 ms o throughput caiu abaixo de 95%. | A partir de 20 ms foram detectadas perdas de mensagens.
mqtt_websocket_wifi-http_20ms_rep2_2026-06-04T06-04-08-397Z_campaign-summary.csv,exp-2026-06-04T05-58-06-742Z,mqtt,websocket,wifi-http,2026-06-04T05:58:06.742Z,2026-06-04T05:59:06.760Z,1000,60,60,600,0,0,1000,9.997,47.675,36.367,113.584,19.42,95.673,0.267,0.267,0.267,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T05:58:06.743Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=1000; campaignType=official,,
mqtt_websocket_wifi-http_20ms_rep2_2026-06-04T06-04-08-397Z_campaign-summary.csv,exp-2026-06-04T05-59-07-073Z,mqtt,websocket,wifi-http,2026-06-04T05:59:07.073Z,2026-06-04T06:00:07.089Z,500,60,120,600,0,0,500,9.997,48.877,37.69,114.762,19.337,97.182,0.32,0.32,0.32,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T05:59:07.073Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=500; campaignType=official,,
mqtt_websocket_wifi-http_20ms_rep2_2026-06-04T06-04-08-397Z_campaign-summary.csv,exp-2026-06-04T06-00-07-398Z,mqtt,websocket,wifi-http,2026-06-04T06:00:07.398Z,2026-06-04T06:01:07.407Z,200,60,300,600,0,0,200,9.999,47.463,37.428,113.301,18.349,96.642,0.3,0.3,0.3,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T06:00:07.399Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=200; campaignType=official,,
mqtt_websocket_wifi-http_20ms_rep2_2026-06-04T06-04-08-397Z_campaign-summary.csv,exp-2026-06-04T06-01-07-717Z,mqtt,websocket,wifi-http,2026-06-04T06:01:07.717Z,2026-06-04T06:02:07.723Z,100,60,600,600,0,0,100,9.999,48.67,38.075,113.603,18.711,98.046,0.318,0.318,0.318,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T06:01:07.717Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=100; campaignType=official,,
mqtt_websocket_wifi-http_20ms_rep2_2026-06-04T06-04-08-397Z_campaign-summary.csv,exp-2026-06-04T06-02-08-036Z,mqtt,websocket,wifi-http,2026-06-04T06:02:08.036Z,2026-06-04T06:03:08.047Z,50,60,1200,601,599,0,50.083,10.015,49.839,38.395,183.97,20.333,97.965,0.31,0.31,0.31,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T06:02:08.036Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=50; campaignType=official,throughput_below_95 | message_loss_detected,A partir de 50 ms o throughput caiu abaixo de 95%. | A partir de 50 ms foram detectadas perdas de mensagens.
mqtt_websocket_wifi-http_20ms_rep2_2026-06-04T06-04-08-397Z_campaign-summary.csv,exp-2026-06-04T06-03-08-358Z,mqtt,websocket,wifi-http,2026-06-04T06:03:08.358Z,2026-06-04T06:04:08.374Z,20,60,3000,600,2400,0,20,9.997,49.777,38.746,173.462,19.115,96.003,0.317,0.317,0.317,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T06:03:08.359Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=20; campaignType=official,throughput_below_95 | message_loss_detected,A partir de 20 ms o throughput caiu abaixo de 95%. | A partir de 20 ms foram detectadas perdas de mensagens.
mqtt_websocket_wifi-http_20ms_rep3_2026-06-04T06-10-10-331Z_campaign-summary.csv,exp-2026-06-04T06-04-08-702Z,mqtt,websocket,wifi-http,2026-06-04T06:04:08.702Z,2026-06-04T06:05:08.708Z,1000,60,60,600,0,0,1000,9.999,51.599,39.256,150.705,20.762,100.24,0.299,0.299,0.299,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T06:04:08.702Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=1000; campaignType=official,,
mqtt_websocket_wifi-http_20ms_rep3_2026-06-04T06-10-10-331Z_campaign-summary.csv,exp-2026-06-04T06-05-09-020Z,mqtt,websocket,wifi-http,2026-06-04T06:05:09.020Z,2026-06-04T06:06:09.027Z,500,60,120,600,0,0,500,9.999,51.693,39.62,215.608,21.026,101.628,0.317,0.317,0.317,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T06:05:09.020Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=500; campaignType=official,,
mqtt_websocket_wifi-http_20ms_rep3_2026-06-04T06-10-10-331Z_campaign-summary.csv,exp-2026-06-04T06-06-09-338Z,mqtt,websocket,wifi-http,2026-06-04T06:06:09.338Z,2026-06-04T06:07:09.350Z,200,60,300,600,0,0,200,9.998,50.915,39.387,198.303,21.071,99.463,0.306,0.306,0.306,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T06:06:09.339Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=200; campaignType=official,,
mqtt_websocket_wifi-http_20ms_rep3_2026-06-04T06-10-10-331Z_campaign-summary.csv,exp-2026-06-04T06-07-09-661Z,mqtt,websocket,wifi-http,2026-06-04T06:07:09.661Z,2026-06-04T06:08:09.675Z,100,60,600,600,0,0,100,9.998,50.825,40.563,117.715,18.2,97.472,0.301,0.301,0.301,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T06:07:09.662Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=100; campaignType=official,,
mqtt_websocket_wifi-http_20ms_rep3_2026-06-04T06-10-10-331Z_campaign-summary.csv,exp-2026-06-04T06-08-09-985Z,mqtt,websocket,wifi-http,2026-06-04T06:08:09.985Z,2026-06-04T06:09:09.991Z,50,60,1200,600,600,0,50,9.999,54.084,40.93,126.208,21.017,103.371,0.294,0.294,0.294,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T06:08:09.986Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=50; campaignType=official,throughput_below_95 | message_loss_detected,A partir de 50 ms o throughput caiu abaixo de 95%. | A partir de 50 ms foram detectadas perdas de mensagens.
mqtt_websocket_wifi-http_20ms_rep3_2026-06-04T06-10-10-331Z_campaign-summary.csv,exp-2026-06-04T06-09-10-302Z,mqtt,websocket,wifi-http,2026-06-04T06:09:10.302Z,2026-06-04T06:10:10.307Z,20,60,3000,601,2399,0,20.033,10.016,50.505,41.323,115.15,17.173,97.035,0.304,0.304,0.304,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-06-04T06:09:10.303Z; runner=automated-orchestrator; architecture=mqtt; communicationMode=websocket; source=wifi-http; intervalMs=20; campaignType=official,throughput_below_95 | message_loss_detected,A partir de 20 ms o throughput caiu abaixo de 95%. | A partir de 20 ms foram detectadas perdas de mensagens.
