source_file,experiment_id,architecture,communication_mode,source,started_at,stopped_at,interval_ms,duration_seconds,expected_messages,received_messages,missing_messages,sequence_gap_messages,throughput_percent,messages_per_second,estimated_latency_avg_ms,estimated_latency_min_ms,estimated_latency_max_ms,estimated_latency_std_ms,estimated_latency_p95_ms,uncertainty_avg_ms,uncertainty_p95_ms,uncertainty_max_ms,invalid_messages,application_version,replication_number,environment,saturation_indicators,saturation_status
backend-node_websocket_serial_1ms_rep2_2026-05-30T04-03-52-278Z_campaign-summary.csv,exp-2026-05-30T04-01-50-680Z,backend-node,websocket,serial,2026-05-30T04:01:50.680Z,2026-05-30T04:02:50.686Z,5,60,12000,11996,4,0,99.967,199.913,3.918,2.893,5.006,0.518,4.716,2.502,2.502,2.502,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T04:01:50.681Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=websocket; source=serial; intervalMs=5,message_loss_detected,A partir de 5 ms foram detectadas perdas de mensagens.
backend-node_websocket_serial_1ms_rep2_2026-05-30T04-03-52-278Z_campaign-summary.csv,exp-2026-05-30T04-02-51-979Z,backend-node,websocket,serial,2026-05-30T04:02:51.979Z,2026-05-30T04:03:51.984Z,1,60,60000,16811,43189,0,28.018,280.16,8.597,3.029,20.236,0.549,9.397,2.532,2.532,2.532,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T04:02:51.980Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=websocket; source=serial; intervalMs=1,throughput_below_95 | message_loss_detected | latency_average_doubled,A partir de 1 ms o throughput caiu abaixo de 95%. | A partir de 1 ms foram detectadas perdas de mensagens. | A partir de 1 ms a latencia estimada media dobrou em relacao ao baseline de 100 ms.
backend-node_websocket_serial_1ms_rep3_2026-05-30T04-09-59-967Z_campaign-summary.csv,exp-2026-05-30T04-03-53-483Z,backend-node,websocket,serial,2026-05-30T04:03:53.483Z,2026-05-30T04:04:53.501Z,100,60,600,600,0,0,100,9.997,4.084,3.072,5.139,0.551,4.946,2.587,2.587,2.587,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T04:03:53.484Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=websocket; source=serial; intervalMs=100,,
backend-node_websocket_serial_1ms_rep3_2026-05-30T04-09-59-967Z_campaign-summary.csv,exp-2026-05-30T04-04-54-701Z,backend-node,websocket,serial,2026-05-30T04:04:54.701Z,2026-05-30T04:05:54.709Z,50,60,1200,1200,0,0,100,19.997,4.064,3.004,8.552,0.506,4.841,2.549,2.549,2.549,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T04:04:54.702Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=websocket; source=serial; intervalMs=50,,
backend-node_websocket_serial_1ms_rep3_2026-05-30T04-09-59-967Z_campaign-summary.csv,exp-2026-05-30T04-05-55-906Z,backend-node,websocket,serial,2026-05-30T04:05:55.906Z,2026-05-30T04:06:55.917Z,20,60,3000,3001,0,0,100.033,50.007,3.968,2.921,6.252,0.523,4.783,2.554,2.554,2.554,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T04:05:55.907Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=websocket; source=serial; intervalMs=20,,
backend-node_websocket_serial_1ms_rep3_2026-05-30T04-09-59-967Z_campaign-summary.csv,exp-2026-05-30T04-06-57-132Z,backend-node,websocket,serial,2026-05-30T04:06:57.132Z,2026-05-30T04:07:57.139Z,10,60,6000,6000,0,0,100,99.988,4.047,2.895,46.092,1.366,4.751,2.52,2.52,2.52,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T04:06:57.133Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=websocket; source=serial; intervalMs=10,,
backend-node_websocket_serial_1ms_rep3_2026-05-30T04-09-59-967Z_campaign-summary.csv,exp-2026-05-30T04-07-58-365Z,backend-node,websocket,serial,2026-05-30T04:07:58.365Z,2026-05-30T04:08:58.371Z,5,60,12000,11996,4,0,99.967,199.913,4.033,2.956,18.736,0.622,4.964,2.475,2.475,2.475,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T04:07:58.366Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=websocket; source=serial; intervalMs=5,message_loss_detected,A partir de 5 ms foram detectadas perdas de mensagens.
backend-node_websocket_serial_1ms_rep3_2026-05-30T04-09-59-967Z_campaign-summary.csv,exp-2026-05-30T04-08-59-664Z,backend-node,websocket,serial,2026-05-30T04:08:59.664Z,2026-05-30T04:09:59.670Z,1,60,60000,16045,43955,0,26.742,267.39,8.678,3.299,15.917,0.532,9.5,2.617,2.617,2.617,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T04:08:59.664Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=websocket; source=serial; intervalMs=1,throughput_below_95 | message_loss_detected | latency_average_doubled,A partir de 1 ms o throughput caiu abaixo de 95%. | A partir de 1 ms foram detectadas perdas de mensagens. | A partir de 1 ms a latencia estimada media dobrou em relacao ao baseline de 100 ms.
backend-node_websocket_serial_2ms_rep1_2026-05-30T05-30-29-017Z_saturation-refinement_campaign-summary.csv,exp-2026-05-30T05-27-25-927Z,backend-node,websocket,serial,2026-05-30T05:27:25.927Z,2026-05-30T05:28:25.938Z,4,60,15000,14994,6,0,99.96,249.854,4.177,2.736,35.191,1.199,5.059,2.585,2.585,2.585,0,0.1.0,1,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T05:27:25.928Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=websocket; source=serial; intervalMs=4; campaignType=saturation-refinement,message_loss_detected,A partir de 4 ms foram detectadas perdas de mensagens.
backend-node_websocket_serial_2ms_rep1_2026-05-30T05-30-29-017Z_saturation-refinement_campaign-summary.csv,exp-2026-05-30T05-28-27-317Z,backend-node,websocket,serial,2026-05-30T05:28:27.317Z,2026-05-30T05:29:27.325Z,3,60,20000,17069,2931,0,85.345,284.445,8.698,3.313,26.708,0.613,9.57,2.637,2.637,2.637,0,0.1.0,1,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T05:28:27.318Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=websocket; source=serial; intervalMs=3; campaignType=saturation-refinement,throughput_below_95 | message_loss_detected | latency_average_doubled,A partir de 3 ms o throughput caiu abaixo de 95%. | A partir de 3 ms foram detectadas perdas de mensagens. | A partir de 3 ms a latencia estimada media dobrou em relacao ao baseline de 4 ms.
backend-node_websocket_serial_2ms_rep1_2026-05-30T05-30-29-017Z_saturation-refinement_campaign-summary.csv,exp-2026-05-30T05-29-28-625Z,backend-node,websocket,serial,2026-05-30T05:29:28.625Z,2026-05-30T05:30:28.631Z,2,60,30000,16813,13187,0,56.043,280.189,8.66,3.165,11.419,0.538,9.467,2.577,2.577,2.577,0,0.1.0,1,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T05:29:28.627Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=websocket; source=serial; intervalMs=2; campaignType=saturation-refinement,throughput_below_95 | message_loss_detected | latency_average_doubled,A partir de 2 ms o throughput caiu abaixo de 95%. | A partir de 2 ms foram detectadas perdas de mensagens. | A partir de 2 ms a latencia estimada media dobrou em relacao ao baseline de 4 ms.
backend-node_websocket_serial_2ms_rep2_2026-05-30T05-33-33-165Z_saturation-refinement_campaign-summary.csv,exp-2026-05-30T05-30-30-204Z,backend-node,websocket,serial,2026-05-30T05:30:30.204Z,2026-05-30T05:31:30.208Z,4,60,15000,14993,7,0,99.953,249.867,4.107,3.043,11.963,0.542,4.904,2.683,2.683,2.683,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T05:30:30.204Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=websocket; source=serial; intervalMs=4; campaignType=saturation-refinement,message_loss_detected,A partir de 4 ms foram detectadas perdas de mensagens.
backend-node_websocket_serial_2ms_rep2_2026-05-30T05-33-33-165Z_saturation-refinement_campaign-summary.csv,exp-2026-05-30T05-31-31-528Z,backend-node,websocket,serial,2026-05-30T05:31:31.528Z,2026-05-30T05:32:31.537Z,3,60,20000,16812,3188,0,84.06,280.158,8.708,3.187,13.017,0.537,9.505,2.672,2.672,2.672,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T05:31:31.529Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=websocket; source=serial; intervalMs=3; campaignType=saturation-refinement,throughput_below_95 | message_loss_detected | latency_average_doubled,A partir de 3 ms o throughput caiu abaixo de 95%. | A partir de 3 ms foram detectadas perdas de mensagens. | A partir de 3 ms a latencia estimada media dobrou em relacao ao baseline de 4 ms.
backend-node_websocket_serial_2ms_rep2_2026-05-30T05-33-33-165Z_saturation-refinement_campaign-summary.csv,exp-2026-05-30T05-32-32-841Z,backend-node,websocket,serial,2026-05-30T05:32:32.841Z,2026-05-30T05:33:32.848Z,2,60,30000,16815,13185,0,56.05,280.217,8.664,3.142,16.624,0.558,9.478,2.637,2.637,2.637,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T05:32:32.841Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=websocket; source=serial; intervalMs=2; campaignType=saturation-refinement,throughput_below_95 | message_loss_detected | latency_average_doubled,A partir de 2 ms o throughput caiu abaixo de 95%. | A partir de 2 ms foram detectadas perdas de mensagens. | A partir de 2 ms a latencia estimada media dobrou em relacao ao baseline de 4 ms.
backend-node_websocket_serial_2ms_rep3_2026-05-30T05-36-37-295Z_saturation-refinement_campaign-summary.csv,exp-2026-05-30T05-33-34-366Z,backend-node,websocket,serial,2026-05-30T05:33:34.366Z,2026-05-30T05:34:34.372Z,4,60,15000,14993,7,0,99.953,249.858,4.176,3.003,10.994,0.557,5.003,2.632,2.632,2.632,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T05:33:34.367Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=websocket; source=serial; intervalMs=4; campaignType=saturation-refinement,message_loss_detected,A partir de 4 ms foram detectadas perdas de mensagens.
backend-node_websocket_serial_2ms_rep3_2026-05-30T05-36-37-295Z_saturation-refinement_campaign-summary.csv,exp-2026-05-30T05-34-35-689Z,backend-node,websocket,serial,2026-05-30T05:34:35.689Z,2026-05-30T05:35:35.700Z,3,60,20000,16420,3580,0,82.1,273.617,8.748,3.254,12.371,0.531,9.553,2.677,2.677,2.677,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T05:34:35.690Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=websocket; source=serial; intervalMs=3; campaignType=saturation-refinement,throughput_below_95 | message_loss_detected | latency_average_doubled,A partir de 3 ms o throughput caiu abaixo de 95%. | A partir de 3 ms foram detectadas perdas de mensagens. | A partir de 3 ms a latencia estimada media dobrou em relacao ao baseline de 4 ms.
backend-node_websocket_serial_2ms_rep3_2026-05-30T05-36-37-295Z_saturation-refinement_campaign-summary.csv,exp-2026-05-30T05-35-37-010Z,backend-node,websocket,serial,2026-05-30T05:35:37.010Z,2026-05-30T05:36:37.018Z,2,60,30000,16423,13577,0,54.743,273.68,8.764,3.261,14.412,0.529,9.542,2.659,2.659,2.659,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T05:35:37.011Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=websocket; source=serial; intervalMs=2; campaignType=saturation-refinement,throughput_below_95 | message_loss_detected | latency_average_doubled,A partir de 2 ms o throughput caiu abaixo de 95%. | A partir de 2 ms foram detectadas perdas de mensagens. | A partir de 2 ms a latencia estimada media dobrou em relacao ao baseline de 4 ms.
escalabilidade-2026-05\backend-node_rest-polling_serial_1ms_rep1_2026-05-30T14-46-39-659Z_scalability_campaign-summary.csv,exp-2026-05-30T14-37-29-669Z,backend-node,rest-polling,serial,2026-05-30T14:37:29.670Z,2026-05-30T14:38:29.693Z,100,60,600,545,55,54,90.833,9.08,53.555,4.177,103.668,28.81,98.036,2.149,2.149,2.149,0,0.1.0,1,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T14:37:29.671Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=rest-polling; source=serial; intervalMs=100; campaignType=scalability,throughput_below_95 | message_loss_detected,A partir de 100 ms o throughput caiu abaixo de 95%. | A partir de 100 ms foram detectadas perdas de mensagens.
escalabilidade-2026-05\backend-node_rest-polling_serial_1ms_rep1_2026-05-30T14-46-39-659Z_scalability_campaign-summary.csv,exp-2026-05-30T14-38-30-897Z,backend-node,rest-polling,serial,2026-05-30T14:38:30.897Z,2026-05-30T14:39:30.947Z,50,60,1200,954,246,245,79.5,15.887,28.621,3.3,55.144,14.522,51.275,2.313,2.313,2.313,0,0.1.0,1,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T14:38:30.898Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=rest-polling; source=serial; intervalMs=50; campaignType=scalability,throughput_below_95 | message_loss_detected,A partir de 50 ms o throughput caiu abaixo de 95%. | A partir de 50 ms foram detectadas perdas de mensagens.
escalabilidade-2026-05\backend-node_rest-polling_serial_1ms_rep1_2026-05-30T14-46-39-659Z_scalability_campaign-summary.csv,exp-2026-05-30T14-39-32-170Z,backend-node,rest-polling,serial,2026-05-30T14:39:32.170Z,2026-05-30T14:40:32.175Z,20,60,3000,1909,1091,1088,63.633,31.814,14.171,3.441,24.863,5.821,23.043,2.359,2.359,2.359,0,0.1.0,1,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T14:39:32.171Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=rest-polling; source=serial; intervalMs=20; campaignType=scalability,throughput_below_95 | message_loss_detected,A partir de 20 ms o throughput caiu abaixo de 95%. | A partir de 20 ms foram detectadas perdas de mensagens.
escalabilidade-2026-05\backend-node_rest-polling_serial_1ms_rep1_2026-05-30T14-46-39-659Z_scalability_campaign-summary.csv,exp-2026-05-30T14-40-33-382Z,backend-node,rest-polling,serial,2026-05-30T14:40:33.382Z,2026-05-30T14:41:33.386Z,10,60,6000,3819,2181,2177,63.65,63.646,9.013,3.344,14.974,2.974,13.534,2.375,2.375,2.375,0,0.1.0,1,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T14:40:33.383Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=rest-polling; source=serial; intervalMs=10; campaignType=scalability,throughput_below_95 | message_loss_detected,A partir de 10 ms o throughput caiu abaixo de 95%. | A partir de 10 ms foram detectadas perdas de mensagens.
escalabilidade-2026-05\backend-node_rest-polling_serial_1ms_rep1_2026-05-30T14-46-39-659Z_scalability_campaign-summary.csv,exp-2026-05-30T14-41-34-606Z,backend-node,rest-polling,serial,2026-05-30T14:41:34.606Z,2026-05-30T14:42:34.617Z,5,60,12000,3820,8180,8172,31.833,63.655,6.652,3.255,10.345,1.564,9.126,2.325,2.325,2.325,0,0.1.0,1,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T14:41:34.607Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=rest-polling; source=serial; intervalMs=5; campaignType=scalability,throughput_below_95 | message_loss_detected,A partir de 5 ms o throughput caiu abaixo de 95%. | A partir de 5 ms foram detectadas perdas de mensagens.
escalabilidade-2026-05\backend-node_rest-polling_serial_1ms_rep1_2026-05-30T14-46-39-659Z_scalability_campaign-summary.csv,exp-2026-05-30T14-42-35-837Z,backend-node,rest-polling,serial,2026-05-30T14:42:35.837Z,2026-05-30T14:43:35.842Z,4,60,15000,3819,11181,11168,25.46,63.645,6.156,3.282,51.454,1.496,8.182,2.333,2.333,2.333,0,0.1.0,1,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T14:42:35.838Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=rest-polling; source=serial; intervalMs=4; campaignType=scalability,throughput_below_95 | message_loss_detected,A partir de 4 ms o throughput caiu abaixo de 95%. | A partir de 4 ms foram detectadas perdas de mensagens.
escalabilidade-2026-05\backend-node_rest-polling_serial_1ms_rep1_2026-05-30T14-46-39-659Z_scalability_campaign-summary.csv,exp-2026-05-30T14-43-37-036Z,backend-node,rest-polling,serial,2026-05-30T14:43:37.036Z,2026-05-30T14:44:37.040Z,3,60,20000,3839,16161,12965,19.195,63.979,10.619,5.96,19.182,1.194,12.515,2.331,2.331,2.331,0,0.1.0,1,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T14:43:37.037Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=rest-polling; source=serial; intervalMs=3; campaignType=scalability,throughput_below_95 | message_loss_detected,A partir de 3 ms o throughput caiu abaixo de 95%. | A partir de 3 ms foram detectadas perdas de mensagens.
escalabilidade-2026-05\backend-node_rest-polling_serial_1ms_rep1_2026-05-30T14-46-39-659Z_scalability_campaign-summary.csv,exp-2026-05-30T14-44-38-277Z,backend-node,rest-polling,serial,2026-05-30T14:44:38.277Z,2026-05-30T14:45:38.283Z,2,60,30000,3828,26172,12978,12.76,63.794,10.578,5.316,13.281,1.148,12.432,2.417,2.417,2.417,0,0.1.0,1,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T14:44:38.278Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=rest-polling; source=serial; intervalMs=2; campaignType=scalability,throughput_below_95 | message_loss_detected,A partir de 2 ms o throughput caiu abaixo de 95%. | A partir de 2 ms foram detectadas perdas de mensagens.
escalabilidade-2026-05\backend-node_rest-polling_serial_1ms_rep1_2026-05-30T14-46-39-659Z_scalability_campaign-summary.csv,exp-2026-05-30T14-45-39-507Z,backend-node,rest-polling,serial,2026-05-30T14:45:39.507Z,2026-05-30T14:46:39.514Z,1,60,60000,4207,55793,12596,7.012,70.108,10.462,4.16,16.314,1.204,12.452,2.349,2.349,2.349,0,0.1.0,1,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T14:45:39.508Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=rest-polling; source=serial; intervalMs=1; campaignType=scalability,throughput_below_95 | message_loss_detected,A partir de 1 ms o throughput caiu abaixo de 95%. | A partir de 1 ms foram detectadas perdas de mensagens.
escalabilidade-2026-05\backend-node_rest-polling_serial_1ms_rep2_2026-05-30T14-55-50-935Z_scalability_campaign-summary.csv,exp-2026-05-30T14-46-40-849Z,backend-node,rest-polling,serial,2026-05-30T14:46:40.849Z,2026-05-30T14:47:40.934Z,100,60,600,545,55,55,90.833,9.07,54.224,3.828,104.789,28.944,99.214,2.373,2.373,2.373,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T14:46:40.850Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=rest-polling; source=serial; intervalMs=100; campaignType=scalability,throughput_below_95 | message_loss_detected,A partir de 100 ms o throughput caiu abaixo de 95%. | A partir de 100 ms foram detectadas perdas de mensagens.
escalabilidade-2026-05\backend-node_rest-polling_serial_1ms_rep2_2026-05-30T14-55-50-935Z_scalability_campaign-summary.csv,exp-2026-05-30T14-47-42-127Z,backend-node,rest-polling,serial,2026-05-30T14:47:42.127Z,2026-05-30T14:48:42.188Z,50,60,1200,953,247,246,79.417,15.867,29.147,3.701,55.052,14.457,51.932,2.459,2.459,2.459,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T14:47:42.128Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=rest-polling; source=serial; intervalMs=50; campaignType=scalability,throughput_below_95 | message_loss_detected,A partir de 50 ms o throughput caiu abaixo de 95%. | A partir de 50 ms foram detectadas perdas de mensagens.
escalabilidade-2026-05\backend-node_rest-polling_serial_1ms_rep2_2026-05-30T14-55-50-935Z_scalability_campaign-summary.csv,exp-2026-05-30T14-48-43-384Z,backend-node,rest-polling,serial,2026-05-30T14:48:43.384Z,2026-05-30T14:49:43.397Z,20,60,3000,1907,1093,1091,63.567,31.776,14.122,3.294,24.93,5.83,23.142,2.411,2.411,2.411,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T14:48:43.385Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=rest-polling; source=serial; intervalMs=20; campaignType=scalability,throughput_below_95 | message_loss_detected,A partir de 20 ms o throughput caiu abaixo de 95%. | A partir de 20 ms foram detectadas perdas de mensagens.
escalabilidade-2026-05\backend-node_rest-polling_serial_1ms_rep2_2026-05-30T14-55-50-935Z_scalability_campaign-summary.csv,exp-2026-05-30T14-49-44-603Z,backend-node,rest-polling,serial,2026-05-30T14:49:44.603Z,2026-05-30T14:50:44.618Z,10,60,6000,3820,2180,2179,63.667,63.651,9.138,3.282,15.331,2.968,13.718,2.431,2.431,2.431,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T14:49:44.604Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=rest-polling; source=serial; intervalMs=10; campaignType=scalability,throughput_below_95 | message_loss_detected,A partir de 10 ms o throughput caiu abaixo de 95%. | A partir de 10 ms foram detectadas perdas de mensagens.
escalabilidade-2026-05\backend-node_rest-polling_serial_1ms_rep2_2026-05-30T14-55-50-935Z_scalability_campaign-summary.csv,exp-2026-05-30T14-50-45-840Z,backend-node,rest-polling,serial,2026-05-30T14:50:45.840Z,2026-05-30T14:51:45.849Z,5,60,12000,3827,8173,8164,31.892,63.774,6.766,3.442,10.131,1.566,9.293,2.435,2.435,2.435,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T14:50:45.841Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=rest-polling; source=serial; intervalMs=5; campaignType=scalability,throughput_below_95 | message_loss_detected,A partir de 5 ms o throughput caiu abaixo de 95%. | A partir de 5 ms foram detectadas perdas de mensagens.
escalabilidade-2026-05\backend-node_rest-polling_serial_1ms_rep2_2026-05-30T14-55-50-935Z_scalability_campaign-summary.csv,exp-2026-05-30T14-51-47-088Z,backend-node,rest-polling,serial,2026-05-30T14:51:47.088Z,2026-05-30T14:52:47.090Z,4,60,15000,3818,11182,11169,25.453,63.631,6.357,3.361,9.262,1.246,8.369,2.426,2.426,2.426,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T14:51:47.089Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=rest-polling; source=serial; intervalMs=4; campaignType=scalability,throughput_below_95 | message_loss_detected,A partir de 4 ms o throughput caiu abaixo de 95%. | A partir de 4 ms foram detectadas perdas de mensagens.
escalabilidade-2026-05\backend-node_rest-polling_serial_1ms_rep2_2026-05-30T14-55-50-935Z_scalability_campaign-summary.csv,exp-2026-05-30T14-52-48-300Z,backend-node,rest-polling,serial,2026-05-30T14:52:48.300Z,2026-05-30T14:53:48.303Z,3,60,20000,3837,16163,12578,19.185,63.947,10.743,6.887,22.427,1.191,12.661,2.431,2.431,2.431,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T14:52:48.301Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=rest-polling; source=serial; intervalMs=3; campaignType=scalability,throughput_below_95 | message_loss_detected,A partir de 3 ms o throughput caiu abaixo de 95%. | A partir de 3 ms foram detectadas perdas de mensagens.
escalabilidade-2026-05\backend-node_rest-polling_serial_1ms_rep2_2026-05-30T14-55-50-935Z_scalability_campaign-summary.csv,exp-2026-05-30T14-53-49-529Z,backend-node,rest-polling,serial,2026-05-30T14:53:49.530Z,2026-05-30T14:54:49.533Z,2,60,30000,3830,26170,12330,12.767,63.83,10.849,5.806,26.024,1.267,12.823,2.447,2.447,2.447,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T14:53:49.530Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=rest-polling; source=serial; intervalMs=2; campaignType=scalability,throughput_below_95 | message_loss_detected,A partir de 2 ms o throughput caiu abaixo de 95%. | A partir de 2 ms foram detectadas perdas de mensagens.
escalabilidade-2026-05\backend-node_rest-polling_serial_1ms_rep2_2026-05-30T14-55-50-935Z_scalability_campaign-summary.csv,exp-2026-05-30T14-54-50-766Z,backend-node,rest-polling,serial,2026-05-30T14:54:50.766Z,2026-05-30T14:55:50.773Z,1,60,60000,4198,55802,11840,6.997,69.959,10.66,5.679,13.767,1.255,12.719,2.549,2.549,2.549,0,0.1.0,2,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T14:54:50.766Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=rest-polling; source=serial; intervalMs=1; campaignType=scalability,throughput_below_95 | message_loss_detected,A partir de 1 ms o throughput caiu abaixo de 95%. | A partir de 1 ms foram detectadas perdas de mensagens.
escalabilidade-2026-05\backend-node_rest-polling_serial_1ms_rep3_2026-05-30T15-05-02-190Z_scalability_campaign-summary.csv,exp-2026-05-30T14-55-52-128Z,backend-node,rest-polling,serial,2026-05-30T14:55:52.129Z,2026-05-30T14:56:52.168Z,100,60,600,544,56,56,90.667,9.061,54.195,4.529,105.021,29.028,98.322,2.565,2.565,2.565,0,0.1.0,3,browser=node/22.15.0; platform=win32-x64; language=en_US.UTF-8; applicationVersion=0.1.0; capturedAt=2026-05-30T14:55:52.129Z; runner=automated-orchestrator; architecture=backend-node; communicationMode=rest-polling; source=serial; intervalMs=100; campaignType=scalability,throughput_below_95 | message_loss_detected,A partir de 100 ms o throughput caiu abaixo de 95%. | A partir de 100 ms foram detectadas perdas de mensagens.
