file,mode,interval_ms,client_count,replication,duration_seconds,expected_messages_per_client,messages_total_across_clients,producer_rate_messages_per_second,throughput_aggregate_msgps,throughput_aggregate_all_clients,throughput_aggregate_type,throughput_avg_per_client_msgps,throughput_per_client_avg,throughput_per_client_percent_expected,throughput_std_per_client_msgps,fairness_cv,latency_avg_mean_across_clients_ms,latency_p95_worst_client_ms,unique_messages_across_clients,unique_coverage_percent,duplicate_deliveries_across_clients,duplicate_delivery_ratio,cpu_avg_percent,cpu_p95_percent,cpu_max_percent,mem_rss_avg_mb,mem_rss_max_mb,mem_heap_used_avg_mb,latency_method,latency_anomaly,exclude_latency_from_analysis,exclude_throughput_from_analysis,exclude_loss_from_analysis,sync_failed
webserial_10ms_1cli_rep2_2026-05-31T06-59-35-841Z_scalability-clients_aggregate.json,webserial,10,1,2,60,6000,5999,100,99.982,99.982,single_client_direct,99.982,99.982,99.982,0,0,3.586,4.5,5999,99.983,0,0,,,,,,,ntp_style_clock_synchronization,,false,false,false,false
webserial_10ms_1cli_rep3_2026-05-31T06-59-35-846Z_scalability-clients_aggregate.json,webserial,10,1,3,60,6000,5999,100,99.982,99.982,single_client_direct,99.982,99.982,99.982,0,0,3.57,4.488,5999,99.983,0,0,,,,,,,ntp_style_clock_synchronization,,false,false,false,false
webserial_20ms_1cli_rep1_2026-05-31T06-59-35-834Z_scalability-clients_aggregate.json,webserial,20,1,1,60,3000,3000,50,49.999,49.999,single_client_direct,49.999,49.999,99.998,0,0,3.608,4.4,3000,100,0,0,,,,,,,ntp_style_clock_synchronization,,false,false,false,false
webserial_20ms_1cli_rep2_2026-05-31T06-59-35-840Z_scalability-clients_aggregate.json,webserial,20,1,2,60,3000,3000,50,50,50,single_client_direct,50,50,100,0,0,3.584,4.394,3000,100,0,0,,,,,,,ntp_style_clock_synchronization,,false,false,false,false
webserial_20ms_1cli_rep3_2026-05-31T06-59-35-845Z_scalability-clients_aggregate.json,webserial,20,1,3,60,3000,3000,50,49.999,49.999,single_client_direct,49.999,49.999,99.998,0,0,3.546,4.344,3000,100,0,0,,,,,,,ntp_style_clock_synchronization,,false,false,false,false
webserial_50ms_1cli_rep1_2026-05-31T06-59-35-833Z_scalability-clients_aggregate.json,webserial,50,1,1,60,1200,1200,20,20,20,single_client_direct,20,20,100,0,0,3.547,4.438,1200,100,0,0,,,,,,,ntp_style_clock_synchronization,,false,false,false,false
webserial_50ms_1cli_rep2_2026-05-31T06-59-35-838Z_scalability-clients_aggregate.json,webserial,50,1,2,60,1200,1200,20,19.999,19.999,single_client_direct,19.999,19.999,99.995,0,0,3.594,4.5,1200,100,0,0,,,,,,,ntp_style_clock_synchronization,,false,false,false,false
webserial_50ms_1cli_rep3_2026-05-31T06-59-35-844Z_scalability-clients_aggregate.json,webserial,50,1,3,60,1200,1200,20,20,20,single_client_direct,20,20,100,0,0,3.589,4.498,1200,100,0,0,,,,,,,ntp_style_clock_synchronization,,false,false,false,false
webserial_5ms_1cli_rep1_2026-05-31T06-59-35-836Z_scalability-clients_aggregate.json,webserial,5,1,1,60,12000,11995,200,199.917,199.917,single_client_direct,199.917,199.917,99.959,0,0,3.683,4.504,11995,99.958,0,0,,,,,,,ntp_style_clock_synchronization,,false,false,false,false
webserial_5ms_1cli_rep2_2026-05-31T06-59-35-842Z_scalability-clients_aggregate.json,webserial,5,1,2,60,12000,11996,200,199.93,199.93,single_client_direct,199.93,199.93,99.965,0,0,3.689,4.5,11996,99.967,0,0,,,,,,,ntp_style_clock_synchronization,,false,false,false,false
webserial_5ms_1cli_rep3_2026-05-31T06-59-35-847Z_scalability-clients_aggregate.json,webserial,5,1,3,60,12000,11995,200,199.913,199.913,single_client_direct,199.913,199.913,99.957,0,0,3.66,4.48,11995,99.958,0,0,,,,,,,ntp_style_clock_synchronization,,false,false,false,false
websocket_100ms_10cli_rep1_2026-05-31T04-16-35-279Z_scalability-clients_aggregate.json,websocket,100,10,1,60,600,6000,10,100,100,broadcast_deliveries,10,10,100,0,0,4.082,5.05,600,100,5400,0.9,4.275,6.401,9.404,77.121,77.684,19.362,ntp_style_clock_synchronization,,false,false,false,false
websocket_100ms_10cli_rep2_2026-05-31T04-17-38-003Z_scalability-clients_aggregate.json,websocket,100,10,2,60,600,6000,10,100,100,broadcast_deliveries,10,10,100,0,0,4.068,5.021,600,100,5400,0.9,4.408,6.402,9.601,77.426,77.59,13.77,ntp_style_clock_synchronization,,false,false,false,false
websocket_100ms_10cli_rep3_2026-05-31T04-18-40-709Z_scalability-clients_aggregate.json,websocket,100,10,3,60,600,6000,10,100,100,broadcast_deliveries,10,10,100,0,0,4.082,5.035,600,100,5400,0.9,4.172,6.4,9.203,77.464,77.859,15.307,ntp_style_clock_synchronization,,false,false,false,false
websocket_100ms_1cli_rep1_2026-05-31T04-07-10-886Z_scalability-clients_aggregate.json,websocket,100,1,1,60,600,600,10,10,10,broadcast_deliveries,10,10,100,0,0,4.072,4.918,600,100,0,0,4.393,9.391,12.608,68.082,76.02,12.689,ntp_style_clock_synchronization,,false,false,false,false
websocket_100ms_1cli_rep2_2026-05-31T04-08-13-583Z_scalability-clients_aggregate.json,websocket,100,1,2,60,600,600,10,10,10,broadcast_deliveries,10,10,100,0,0,3.974,4.891,600,100,0,0,4.153,6.4,12.397,68.805,69.469,14.156,ntp_style_clock_synchronization,,false,false,false,false
websocket_100ms_1cli_rep3_2026-05-31T04-09-16-291Z_scalability-clients_aggregate.json,websocket,100,1,3,60,600,600,10,10,10,broadcast_deliveries,10,10,100,0,0,3.982,4.788,600,100,0,0,3.906,6.401,12.114,71.001,71.59,15.698,ntp_style_clock_synchronization,,false,false,false,false
websocket_100ms_20cli_rep1_2026-05-31T04-19-43-406Z_scalability-clients_aggregate.json,websocket,100,20,1,60,600,12000,10,200,200,broadcast_deliveries,10,10,100,0,0,4.198,5.28,600,100,11400,0.95,4.618,6.403,9.603,78.802,78.922,17.114,ntp_style_clock_synchronization,,false,false,false,false
websocket_100ms_20cli_rep2_2026-05-31T04-20-46-130Z_scalability-clients_aggregate.json,websocket,100,20,2,60,600,12000,10,200,200,broadcast_deliveries,10,10,100,0,0,4.231,5.203,600,100,11400,0.95,4.828,9.397,12.599,78.885,78.984,18.626,ntp_style_clock_synchronization,,false,false,false,false
websocket_100ms_20cli_rep3_2026-05-31T04-21-48-841Z_scalability-clients_aggregate.json,websocket,100,20,3,60,600,12000,10,200,200,broadcast_deliveries,10,10,100,0,0,4.341,5.397,600,100,11400,0.95,4.798,6.401,12.591,78.906,79.047,19.345,ntp_style_clock_synchronization,,false,false,false,false
websocket_100ms_2cli_rep1_2026-05-31T04-10-18-998Z_scalability-clients_aggregate.json,websocket,100,2,1,60,600,1200,10,20,20,broadcast_deliveries,10,10,100,0,0,4.027,4.861,600,100,600,0.5,3.76,6.393,9.182,72.695,73.656,17.264,ntp_style_clock_synchronization,,false,false,false,false
websocket_100ms_2cli_rep2_2026-05-31T04-11-21-701Z_scalability-clients_aggregate.json,websocket,100,2,2,60,600,1200,10,20,20,broadcast_deliveries,10,10,100,0,0,4.008,4.872,600,100,600,0.5,4.549,9.387,12.6,75.836,76.297,18.297,ntp_style_clock_synchronization,,false,false,false,false
websocket_100ms_2cli_rep3_2026-05-31T04-12-24-409Z_scalability-clients_aggregate.json,websocket,100,2,3,60,600,1200,10,20,20,broadcast_deliveries,10,10,100,0,0,3.967,4.839,600,100,600,0.5,3.587,6.399,9.398,76.35,76.566,13.616,ntp_style_clock_synchronization,,false,false,false,false
websocket_100ms_5cli_rep1_2026-05-31T04-13-27-124Z_scalability-clients_aggregate.json,websocket,100,5,1,60,600,3000,10,50,50,broadcast_deliveries,10,10,100,0,0,3.988,4.856,600,100,2400,0.8,3.186,6.2,6.405,76.673,76.867,15.156,ntp_style_clock_synchronization,,false,false,false,false
websocket_100ms_5cli_rep2_2026-05-31T04-14-29-830Z_scalability-clients_aggregate.json,websocket,100,5,2,60,600,2998,10,49.966,49.966,broadcast_deliveries,9.993,9.993,99.93,0.014,0.0014,3.99,4.856,601,100.167,2397,0.7995,4.325,6.682,9.402,76.462,76.871,16.672,ntp_style_clock_synchronization,,false,false,false,false
websocket_100ms_5cli_rep3_2026-05-31T04-15-32-546Z_scalability-clients_aggregate.json,websocket,100,5,3,60,600,3000,10,50,50,broadcast_deliveries,10,10,100,0,0,3.959,4.825,600,100,2400,0.8,3.505,6.397,9.4,76.995,77.133,18.182,ntp_style_clock_synchronization,,false,false,false,false
websocket_10ms_10cli_rep1_2026-05-31T05-03-37-393Z_scalability-clients_aggregate.json,websocket,10,10,1,60,6000,59991,100,999.847,999.847,broadcast_deliveries,99.985,99.985,99.985,0.005,0.0001,4.144,5.073,6000,100,53991,0.9,39.641,46.791,49.982,99.183,99.355,23.782,ntp_style_clock_synchronization,,false,false,false,false
websocket_10ms_10cli_rep2_2026-05-31T05-04-40-099Z_scalability-clients_aggregate.json,websocket,10,10,2,60,6000,59991,100,999.847,999.847,broadcast_deliveries,99.985,99.985,99.985,0.005,0.0001,4.149,5.079,6000,100,53991,0.9,39.266,46.603,49.763,98.805,99.184,20.187,ntp_style_clock_synchronization,,false,false,false,false
websocket_10ms_10cli_rep3_2026-05-31T05-05-42-820Z_scalability-clients_aggregate.json,websocket,10,10,3,60,6000,59991,100,999.847,999.847,broadcast_deliveries,99.985,99.985,99.985,0.005,0.0001,4.199,5.126,6000,100,53991,0.9,40.245,46.986,50.017,98.892,99.184,23.152,ntp_style_clock_synchronization,,false,false,false,false
websocket_10ms_1cli_rep1_2026-05-31T04-54-13-014Z_scalability-clients_aggregate.json,websocket,10,1,1,60,6000,5999,100,99.983,99.983,broadcast_deliveries,99.983,99.983,99.983,0,0,3.942,4.742,5999,99.983,0,0,36.643,43.782,47.041,101.55,101.871,24.264,ntp_style_clock_synchronization,,false,false,false,false
websocket_10ms_1cli_rep2_2026-05-31T04-55-15-699Z_scalability-clients_aggregate.json,websocket,10,1,2,60,6000,5999,100,99.983,99.983,broadcast_deliveries,99.983,99.983,99.983,0,0,3.932,4.727,5999,99.983,0,0,36.663,43.79,46.975,100.556,102.531,20.726,ntp_style_clock_synchronization,,false,false,false,false
websocket_10ms_1cli_rep3_2026-05-31T04-56-18-410Z_scalability-clients_aggregate.json,websocket,10,1,3,60,6000,5999,100,99.983,99.983,broadcast_deliveries,99.983,99.983,99.983,0,0,3.926,4.726,5999,99.983,0,0,36.905,43.774,46.793,98.033,98.184,23.597,ntp_style_clock_synchronization,,false,false,false,false
websocket_10ms_20cli_rep1_2026-05-31T05-06-45-539Z_scalability-clients_aggregate.json,websocket,10,20,1,60,6000,119977,100,1999.612,1999.612,broadcast_deliveries,99.981,99.981,99.981,0.006,0.0001,4.301,5.356,5999,99.983,113978,0.95,41.347,47.302,53.182,98.403,98.629,22.949,ntp_style_clock_synchronization,,false,false,false,false
websocket_10ms_20cli_rep2_2026-05-31T05-07-48-297Z_scalability-clients_aggregate.json,websocket,10,20,2,60,6000,119971,100,1999.516,1999.516,broadcast_deliveries,99.976,99.976,99.976,0.008,0.0001,4.302,5.356,5999,99.983,113972,0.95,41.9,46.981,52.976,99.026,99.188,23.677,ntp_style_clock_synchronization,,false,false,false,false
websocket_10ms_20cli_rep3_2026-05-31T05-08-51-020Z_scalability-clients_aggregate.json,websocket,10,20,3,60,6000,119974,100,1999.564,1999.564,broadcast_deliveries,99.978,99.978,99.978,0.007,0.0001,4.34,5.393,5999,99.983,113975,0.95,41.9,46.985,53.191,98.835,99.23,23.521,ntp_style_clock_synchronization,,false,false,false,false
websocket_10ms_2cli_rep1_2026-05-31T04-57-21-107Z_scalability-clients_aggregate.json,websocket,10,2,1,60,6000,11998,100,199.966,199.966,broadcast_deliveries,99.983,99.983,99.983,0,0,3.936,4.756,5999,99.983,5999,0.5,36.663,43.782,49.991,97.616,97.688,22.843,ntp_style_clock_synchronization,,false,false,false,false
websocket_10ms_2cli_rep2_2026-05-31T04-58-23-815Z_scalability-clients_aggregate.json,websocket,10,2,2,60,6000,11999,100,199.983,199.983,broadcast_deliveries,99.992,99.992,99.992,0.008,0.0001,4.051,4.878,6000,100,5999,0.5,37.246,43.806,50.217,98.052,99.008,24.635,ntp_style_clock_synchronization,,false,false,false,false
websocket_10ms_2cli_rep3_2026-05-31T04-59-26-537Z_scalability-clients_aggregate.json,websocket,10,2,3,60,6000,11999,100,199.983,199.983,broadcast_deliveries,99.992,99.992,99.992,0.008,0.0001,4.1,4.926,6000,100,5999,0.5,36.82,43.775,46.981,98.684,98.926,22.77,ntp_style_clock_synchronization,,false,false,false,false
websocket_10ms_5cli_rep1_2026-05-31T05-00-29-251Z_scalability-clients_aggregate.json,websocket,10,5,1,60,6000,29996,100,499.932,499.932,broadcast_deliveries,99.986,99.986,99.986,0.007,0.0001,4.09,4.949,6000,100,23996,0.8,38.533,46.79,47.008,98.502,98.988,23.064,ntp_style_clock_synchronization,,false,false,false,false
websocket_10ms_5cli_rep2_2026-05-31T05-01-31-964Z_scalability-clients_aggregate.json,websocket,10,5,2,60,6000,29996,100,499.932,499.932,broadcast_deliveries,99.986,99.986,99.986,0.007,0.0001,4.1,4.966,6000,100,23996,0.8,37.795,44.08,47.013,98.394,98.973,23.509,ntp_style_clock_synchronization,,false,false,false,false
websocket_10ms_5cli_rep3_2026-05-31T05-02-34-682Z_scalability-clients_aggregate.json,websocket,10,5,3,60,6000,29996,100,499.932,499.932,broadcast_deliveries,99.986,99.986,99.986,0.007,0.0001,4.191,5.011,6000,100,23996,0.8,37.799,44.245,49.992,98.964,99.113,21.538,ntp_style_clock_synchronization,,false,false,false,false
websocket_20ms_10cli_rep1_2026-05-31T04-47-56-654Z_scalability-clients_aggregate.json,websocket,20,10,1,60,3000,30001,50,500.017,500.017,broadcast_deliveries,50.002,50.002,100.004,0.005,0.0001,4.048,4.968,3001,100.033,27000,0.9,19.344,24.497,25.011,101.19,101.27,21.623,ntp_style_clock_synchronization,,false,false,false,false
websocket_20ms_10cli_rep2_2026-05-31T04-48-59-382Z_scalability-clients_aggregate.json,websocket,20,10,2,60,3000,30001,50,500.017,500.017,broadcast_deliveries,50.002,50.002,100.004,0.005,0.0001,4.072,4.986,3001,100.033,27000,0.9,19.269,24.987,25.021,101.341,101.473,24.184,ntp_style_clock_synchronization,,false,false,false,false
websocket_20ms_10cli_rep3_2026-05-31T04-50-02-100Z_scalability-clients_aggregate.json,websocket,20,10,3,60,3000,30001,50,500.017,500.017,broadcast_deliveries,50.002,50.002,100.004,0.005,0.0001,4.085,5.002,3001,100.033,27000,0.9,19.901,24.998,31.195,100.964,101.535,19.438,ntp_style_clock_synchronization,,false,false,false,false
websocket_20ms_1cli_rep1_2026-05-31T04-38-32-203Z_scalability-clients_aggregate.json,websocket,20,1,1,60,3000,3000,50,50,50,broadcast_deliveries,50,50,100,0,0,4.084,4.764,3000,100,0,0,18.891,24.814,25.201,99.583,99.758,21.662,ntp_style_clock_synchronization,,false,false,false,false
websocket_20ms_1cli_rep2_2026-05-31T04-39-34-915Z_scalability-clients_aggregate.json,websocket,20,1,2,60,3000,3001,50,50.017,50.017,broadcast_deliveries,50.017,50.017,100.034,0,0,3.941,4.745,3001,100.033,0,0,17.821,21.822,24.999,99.877,99.926,23.921,ntp_style_clock_synchronization,,false,false,false,false
websocket_20ms_1cli_rep3_2026-05-31T04-40-37-645Z_scalability-clients_aggregate.json,websocket,20,1,3,60,3000,3000,50,50,50,broadcast_deliveries,50,50,100,0,0,3.923,4.714,3000,100,0,0,18.735,22,34.396,100.153,100.457,20.79,ntp_style_clock_synchronization,,false,false,false,false
websocket_20ms_20cli_rep1_2026-05-31T04-51-04-826Z_scalability-clients_aggregate.json,websocket,20,20,1,60,3000,59981,50,999.677,999.677,broadcast_deliveries,49.984,49.984,99.968,0.004,0.0001,4.237,5.296,3000,100,56981,0.95,21.031,25.031,28.211,101.041,101.184,21.792,ntp_style_clock_synchronization,,false,false,false,false
websocket_20ms_20cli_rep2_2026-05-31T04-52-07-555Z_scalability-clients_aggregate.json,websocket,20,20,2,60,3000,59981,50,999.677,999.677,broadcast_deliveries,49.984,49.984,99.968,0.004,0.0001,4.278,5.302,3000,100,56981,0.95,21.056,25.027,31.193,101.218,101.23,24.281,ntp_style_clock_synchronization,,false,false,false,false
websocket_20ms_20cli_rep3_2026-05-31T04-53-10-290Z_scalability-clients_aggregate.json,websocket,20,20,3,60,3000,59981,50,999.677,999.677,broadcast_deliveries,49.984,49.984,99.968,0.004,0.0001,4.208,5.245,3000,100,56981,0.95,20.532,24.997,25.199,101.056,101.34,20.741,ntp_style_clock_synchronization,,false,false,false,false
websocket_20ms_2cli_rep1_2026-05-31T04-41-40-346Z_scalability-clients_aggregate.json,websocket,20,2,1,60,3000,6001,50,100.017,100.017,broadcast_deliveries,50.008,50.008,100.016,0.009,0.0002,4.046,4.869,3001,100.033,3000,0.4999,18.311,24.828,27.989,99.936,100.152,21.257,ntp_style_clock_synchronization,,false,false,false,false
websocket_20ms_2cli_rep2_2026-05-31T04-42-43-062Z_scalability-clients_aggregate.json,websocket,20,2,2,60,3000,6001,50,100.017,100.017,broadcast_deliveries,50.008,50.008,100.016,0.009,0.0002,3.994,4.83,3001,100.033,3000,0.4999,19.071,24.826,28.201,100.775,100.855,23.774,ntp_style_clock_synchronization,,false,false,false,false
websocket_20ms_2cli_rep3_2026-05-31T04-43-45-788Z_scalability-clients_aggregate.json,websocket,20,2,3,60,3000,6000,50,100,100,broadcast_deliveries,50,50,100,0,0,3.949,4.764,3000,100,3000,0.5,18.962,24.817,28.196,100.837,101.016,20.443,ntp_style_clock_synchronization,,false,false,false,false
websocket_20ms_5cli_rep1_2026-05-31T04-44-48-499Z_scalability-clients_aggregate.json,websocket,20,5,1,60,3000,15001,50,250.017,250.017,broadcast_deliveries,50.003,50.003,100.006,0.007,0.0001,3.985,4.852,3001,100.033,12000,0.7999,19.285,24.991,28.192,100.855,101.055,21.564,ntp_style_clock_synchronization,,false,false,false,false
websocket_20ms_5cli_rep2_2026-05-31T04-45-51-219Z_scalability-clients_aggregate.json,websocket,20,5,2,60,3000,15001,50,250.017,250.017,broadcast_deliveries,50.003,50.003,100.006,0.007,0.0001,4.018,4.876,3001,100.033,12000,0.7999,19.095,24.998,28.194,101.14,101.145,23.934,ntp_style_clock_synchronization,,false,false,false,false
websocket_20ms_5cli_rep3_2026-05-31T04-46-53-941Z_scalability-clients_aggregate.json,websocket,20,5,3,60,3000,15001,50,250.017,250.017,broadcast_deliveries,50.003,50.003,100.006,0.007,0.0001,3.968,4.834,3001,100.033,12000,0.7999,18.815,24.796,31.377,101.26,101.398,19.979,ntp_style_clock_synchronization,,false,false,false,false
websocket_50ms_10cli_rep1_2026-05-31T04-32-15-923Z_scalability-clients_aggregate.json,websocket,50,10,1,60,1200,12000,20,200,200,broadcast_deliveries,20,20,100,0,0,4.184,5.08,1200,100,10800,0.9,8.788,12.629,15.803,100.949,101.156,20.57,ntp_style_clock_synchronization,,false,false,false,false
websocket_50ms_10cli_rep2_2026-05-31T04-33-18-646Z_scalability-clients_aggregate.json,websocket,50,10,2,60,1200,12000,20,200,200,broadcast_deliveries,20,20,100,0,0,4.099,5.051,1200,100,10800,0.9,7.685,12.602,12.613,100.681,101.105,19.69,ntp_style_clock_synchronization,,false,false,false,false
websocket_50ms_10cli_rep3_2026-05-31T04-34-21-360Z_scalability-clients_aggregate.json,websocket,50,10,3,60,1200,12000,20,200,200,broadcast_deliveries,20,20,100,0,0,4.067,5.007,1200,100,10800,0.9,7.747,12.623,15.795,100.826,100.828,21.568,ntp_style_clock_synchronization,,false,false,false,false
websocket_50ms_1cli_rep1_2026-05-31T04-22-51-559Z_scalability-clients_aggregate.json,websocket,50,1,1,60,1200,1200,20,20,20,broadcast_deliveries,20,20,100,0,0,3.984,4.885,1200,100,0,0,6.707,12.601,15.798,78.75,81.48,13.444,ntp_style_clock_synchronization,,false,false,false,false
websocket_50ms_1cli_rep2_2026-05-31T04-23-54-262Z_scalability-clients_aggregate.json,websocket,50,1,2,60,1200,1200,20,20,20,broadcast_deliveries,20,20,100,0,0,3.997,4.825,1200,100,0,0,7.813,12.602,15.788,82.046,82.203,15.863,ntp_style_clock_synchronization,,false,false,false,false
websocket_50ms_1cli_rep3_2026-05-31T04-24-56-975Z_scalability-clients_aggregate.json,websocket,50,1,3,60,1200,1200,20,20,20,broadcast_deliveries,20,20,100,0,0,3.942,4.764,1200,100,0,0,7.249,12.595,15.704,86.636,87.961,15.131,ntp_style_clock_synchronization,,false,false,false,false
websocket_50ms_20cli_rep1_2026-05-31T04-35-24-053Z_scalability-clients_aggregate.json,websocket,50,20,1,60,1200,23981,20,399.677,399.677,broadcast_deliveries,19.984,19.984,99.92,0.004,0.0002,4.258,5.327,1200,100,22781,0.95,8.48,12.905,18.371,100.154,100.91,23.254,ntp_style_clock_synchronization,,false,false,false,false
websocket_50ms_20cli_rep2_2026-05-31T04-36-26-769Z_scalability-clients_aggregate.json,websocket,50,20,2,60,1200,24000,20,400,400,broadcast_deliveries,20,20,100,0,0,4.239,5.33,1200,100,22800,0.95,8.151,12.6,19,99.836,100.332,23.947,ntp_style_clock_synchronization,,false,false,false,false
websocket_50ms_20cli_rep3_2026-05-31T04-37-29-481Z_scalability-clients_aggregate.json,websocket,50,20,3,60,1200,24000,20,400,400,broadcast_deliveries,20,20,100,0,0,4.228,5.312,1200,100,22800,0.95,8.976,12.603,15.598,99.397,99.66,19.79,ntp_style_clock_synchronization,,false,false,false,false
websocket_50ms_2cli_rep1_2026-05-31T04-25-59-690Z_scalability-clients_aggregate.json,websocket,50,2,1,60,1200,2400,20,40,40,broadcast_deliveries,20,20,100,0,0,4.038,4.881,1200,100,1200,0.5,7.418,12.597,18.801,87.97,88.109,16.506,ntp_style_clock_synchronization,,false,false,false,false
websocket_50ms_2cli_rep2_2026-05-31T04-27-02-414Z_scalability-clients_aggregate.json,websocket,50,2,2,60,1200,2400,20,40,40,broadcast_deliveries,20,20,100,0,0,3.994,4.821,1200,100,1200,0.5,7.398,12.603,15.602,88.236,90.129,18.036,ntp_style_clock_synchronization,,false,false,false,false
websocket_50ms_2cli_rep3_2026-05-31T04-28-05-110Z_scalability-clients_aggregate.json,websocket,50,2,3,60,1200,2400,20,40,40,broadcast_deliveries,20,20,100,0,0,4.018,4.882,1200,100,1200,0.5,7.316,12.606,15.797,97.871,98.699,18.71,ntp_style_clock_synchronization,,false,false,false,false
websocket_50ms_5cli_rep1_2026-05-31T04-29-07-810Z_scalability-clients_aggregate.json,websocket,50,5,1,60,1200,6001,20,100.017,100.017,broadcast_deliveries,20.003,20.003,100.015,0.007,0.0003,4.029,4.9,1201,100.083,4800,0.7999,7.263,12.6,15.813,98.626,99.004,20.577,ntp_style_clock_synchronization,,false,false,false,false
websocket_50ms_5cli_rep2_2026-05-31T04-30-10-513Z_scalability-clients_aggregate.json,websocket,50,5,2,60,1200,6000,20,100,100,broadcast_deliveries,20,20,100,0,0,4.053,4.935,1200,100,4800,0.8,8.335,12.602,18.808,98.802,99.672,22.496,ntp_style_clock_synchronization,,false,false,false,false
websocket_50ms_5cli_rep3_2026-05-31T04-31-13-214Z_scalability-clients_aggregate.json,websocket,50,5,3,60,1200,6001,20,100.017,100.017,broadcast_deliveries,20.003,20.003,100.015,0.007,0.0003,4.017,4.885,1201,100.083,4800,0.7999,8.11,12.601,15.802,99.729,100.453,24.281,ntp_style_clock_synchronization,,false,false,false,false
websocket_5ms_10cli_rep1_2026-05-31T05-19-18-212Z_scalability-clients_aggregate.json,websocket,5,10,1,60,12000,119961,200,1999.347,1999.347,broadcast_deliveries,199.935,199.935,99.968,0.005,0,4.144,5.056,11997,99.975,107964,0.9,75.232,87.38,93.745,98.926,99.797,22.615,ntp_style_clock_synchronization,,false,false,false,false
websocket_5ms_10cli_rep2_2026-05-31T05-20-20-940Z_scalability-clients_aggregate.json,websocket,5,10,2,60,12000,119961,200,1999.347,1999.347,broadcast_deliveries,199.935,199.935,99.968,0.005,0,4.272,5.194,11997,99.975,107964,0.9,77.597,84.867,90.565,99.821,99.906,22.718,ntp_style_clock_synchronization,,false,false,false,false
websocket_5ms_10cli_rep3_2026-05-31T05-21-23-686Z_scalability-clients_aggregate.json,websocket,5,10,3,60,12000,119961,200,1999.347,1999.347,broadcast_deliveries,199.935,199.935,99.968,0.005,0,4.168,5.093,11997,99.975,107964,0.9,77.255,90.619,93.806,99.26,100.082,22.547,ntp_style_clock_synchronization,,false,false,false,false
websocket_5ms_1cli_rep1_2026-05-31T05-09-53-778Z_scalability-clients_aggregate.json,websocket,5,1,1,60,12000,11996,200,199.933,199.933,broadcast_deliveries,199.933,199.933,99.966,0,0,4.053,4.863,11996,99.967,0,0,74.445,84.385,90.566,99.378,100.23,22.638,ntp_style_clock_synchronization,,false,false,false,false
websocket_5ms_1cli_rep2_2026-05-31T05-10-56-486Z_scalability-clients_aggregate.json,websocket,5,1,2,60,12000,11996,200,199.933,199.933,broadcast_deliveries,199.933,199.933,99.966,0,0,4.058,4.874,11996,99.967,0,0,74.971,87.355,90.82,98.062,98.984,22.556,ntp_style_clock_synchronization,,false,false,false,false
websocket_5ms_1cli_rep3_2026-05-31T05-11-59-192Z_scalability-clients_aggregate.json,websocket,5,1,3,60,12000,11996,200,199.933,199.933,broadcast_deliveries,199.933,199.933,99.966,0,0,4.075,4.861,11996,99.967,0,0,72.722,84.684,90.84,97.883,98.988,22.721,ntp_style_clock_synchronization,,false,false,false,false
websocket_5ms_20cli_rep1_2026-05-31T05-22-26-418Z_scalability-clients_aggregate.json,websocket,5,20,1,60,12000,239900,200,3998.34,3998.34,broadcast_deliveries,199.917,199.917,99.959,0,0,4.38,5.366,11995,99.958,227905,0.95,81.503,91.073,96.99,99.165,100.105,22.659,ntp_style_clock_synchronization,,false,false,false,false
websocket_5ms_20cli_rep2_2026-05-31T05-23-29-191Z_scalability-clients_aggregate.json,websocket,5,20,2,60,12000,239901,200,3998.356,3998.356,broadcast_deliveries,199.918,199.918,99.959,0.003,0,4.292,5.331,11996,99.967,227905,0.95,82.03,90.713,93.759,99.485,100.074,22.922,ntp_style_clock_synchronization,,false,false,false,false
websocket_5ms_20cli_rep3_2026-05-31T05-24-31-954Z_scalability-clients_aggregate.json,websocket,5,20,3,60,12000,239915,200,3998.581,3998.581,broadcast_deliveries,199.929,199.929,99.965,0.009,0,4.34,5.388,11997,99.975,227918,0.95,81.404,90.538,96.71,99.082,100.023,23.217,ntp_style_clock_synchronization,,false,false,false,false
websocket_5ms_2cli_rep1_2026-05-31T05-13-01-912Z_scalability-clients_aggregate.json,websocket,5,2,1,60,12000,23991,200,399.85,399.85,broadcast_deliveries,199.925,199.925,99.963,0.008,0,4.12,4.941,11996,99.967,11995,0.5,73.973,87.372,96.765,97.769,98.738,22.879,ntp_style_clock_synchronization,,false,false,false,false
websocket_5ms_2cli_rep2_2026-05-31T05-14-04-626Z_scalability-clients_aggregate.json,websocket,5,2,2,60,12000,23991,200,399.85,399.85,broadcast_deliveries,199.925,199.925,99.963,0.008,0,4.083,4.908,11996,99.967,11995,0.5,74.632,84.443,93.791,97.75,98.176,22.461,ntp_style_clock_synchronization,,false,false,false,false
websocket_5ms_2cli_rep3_2026-05-31T05-15-07-348Z_scalability-clients_aggregate.json,websocket,5,2,3,60,12000,23991,200,399.85,399.85,broadcast_deliveries,199.925,199.925,99.963,0.008,0,4.084,4.908,11996,99.967,11995,0.5,74.288,87.4,90.751,99.354,99.906,22.192,ntp_style_clock_synchronization,,false,false,false,false
